"","Year Month","Hour","Victimisations","Territorial Authority","Area Unit","Crimes type","ANZSOC Division","ANZSOC Group"
"20768","1/03/15",21,1,"Waimakariri District.","Clarkville.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20769","1/03/15",22,1,"Christchurch City.","Broomfield.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20770","1/03/15",3,1,"Christchurch City.","Avonhead.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20771","1/03/15",4,1,"Christchurch City.","Avondale.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20772","1/03/15",6,2,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20773","1/03/15",8,1,"Christchurch City.","Riccarton West.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20774","1/03/15",9,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20775","1/03/15",99,1,"Christchurch City.","Styx Mill.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20776","1/03/15",10,3,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20777","1/03/15",10,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20778","1/03/15",10,1,"Christchurch City.","Mona Vale.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20779","1/03/15",12,1,"Kaikoura District.","Kaikoura Township.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20780","1/03/15",14,1,"Selwyn District.","Kirwee.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20781","1/03/15",15,1,"Christchurch City.","Styx.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20782","1/03/15",16,1,"Christchurch City.","Bishopdale North.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20783","1/03/15",16,1,"Waimakariri District.","Rangiora East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20784","1/03/15",17,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20785","1/03/15",17,1,"Christchurch City.","Beckenham.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20786","1/03/15",17,1,"Christchurch City.","Wairarapa.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20787","1/03/15",18,1,"Christchurch City.","Belfast.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20788","1/03/15",19,1,"Christchurch City.","Rutland.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20789","1/03/15",7,2,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20790","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20791","1/03/15",99,1,"Christchurch City.","New Brighton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20792","1/03/15",99,1,"Christchurch City.","South Brighton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20793","1/03/15",99,2,"Christchurch City.","Edgeware.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20794","1/03/15",99,1,"Christchurch City.","Parklands.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20795","1/03/15",99,1,"Christchurch City.","Travis Wetland.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20796","1/03/15",99,2,"Christchurch City.","Bryndwr.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20797","1/03/15",99,1,"Christchurch City.","Riccarton West.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20798","1/03/15",99,1,"Hurunui District.","Leithfield.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20799","1/03/15",12,1,"Christchurch City.","Islington.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20800","1/03/15",2,1,"Christchurch City.","St Martins.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20801","1/03/15",2,1,"Christchurch City.","Mona Vale.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20802","1/03/15",22,1,"Christchurch City.","Rutland.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20803","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20804","1/03/15",99,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20805","1/03/15",13,1,"Timaru District.","Seaview.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20806","1/03/15",13,1,"Timaru District.","Levels.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20807","1/03/15",5,2,"Timaru District.","Geraldine.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20808","1/03/15",99,1,"Timaru District.","Fraser Park.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20809","1/03/15",12,2,"Christchurch City.","Westhaven.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20810","1/03/15",20,1,"Christchurch City.","Phillipstown.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20811","1/03/15",9,1,"Christchurch City.","Phillipstown.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20812","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20813","1/03/15",99,1,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20814","1/03/15",99,1,"Christchurch City.","Avonside.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20815","1/03/15",99,1,"Christchurch City.","Styx.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20816","1/03/15",10,1,"Christchurch City.","Sydenham.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20817","1/03/15",15,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20818","1/03/15",19,1,"Christchurch City.","Spreydon.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20819","1/03/15",22,1,"Christchurch City.","Upper Riccarton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20820","1/03/15",5,1,"Christchurch City.","Linwood North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20821","1/03/15",99,1,"Christchurch City.","Sumner.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20822","1/03/15",99,2,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20823","1/03/15",99,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20824","1/03/15",15,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft of a Motor Vehicle"
"20825","1/03/15",0,2,"Christchurch City.","Mona Vale.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20826","1/03/15",1,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20827","1/03/15",10,1,"Christchurch City.","Bryndwr.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20828","1/03/15",19,1,"Christchurch City.","Waimairi Beach.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20829","1/03/15",4,1,"Christchurch City.","Rutland.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20830","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20831","1/03/15",99,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20832","1/03/15",99,1,"Christchurch City.","Diamond Harbour.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20833","1/03/15",8,1,"Timaru District.","Marchwiel.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20834","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20835","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20836","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20837","1/03/15",99,1,"Christchurch City.","Phillipstown.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20838","1/03/15",99,1,"Christchurch City.","Phillipstown.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20839","1/03/15",99,1,"Christchurch City.","Linwood North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20840","1/03/15",99,1,"Christchurch City.","Linwood North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20841","1/03/15",99,1,"Christchurch City.","New Brighton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20842","1/03/15",99,1,"Christchurch City.","Bromley.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20843","1/03/15",99,1,"Christchurch City.","Ensors.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20844","1/03/15",99,1,"Christchurch City.","Ensors.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20845","1/03/15",99,1,"Christchurch City.","Mt Pleasant.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20846","1/03/15",99,1,"Christchurch City.","Mt Pleasant.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20847","1/03/15",99,1,"Christchurch City.","Mt Pleasant.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20848","1/03/15",99,1,"Christchurch City.","Rutland.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20849","1/03/15",99,1,"Christchurch City.","Rutland.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20850","1/03/15",99,1,"Christchurch City.","Rutland.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20851","1/03/15",99,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20852","1/03/15",99,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20853","1/03/15",99,1,"Christchurch City.","Richmond North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20854","1/03/15",99,1,"Christchurch City.","Avonside.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20855","1/03/15",99,1,"Christchurch City.","Redwood South.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20856","1/03/15",99,1,"Christchurch City.","St Albans West.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20857","1/03/15",99,1,"Christchurch City.","St Albans East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20858","1/03/15",99,1,"Christchurch City.","St Albans East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20859","1/03/15",99,1,"Christchurch City.","Mairehau.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20860","1/03/15",99,1,"Christchurch City.","Edgeware.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20861","1/03/15",99,1,"Christchurch City.","Shirley West.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20862","1/03/15",99,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20863","1/03/15",99,1,"Christchurch City.","Richmond North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20864","1/03/15",99,1,"Christchurch City.","Parklands.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20865","1/03/15",99,1,"Christchurch City.","Westhaven.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
